sep=,
"Time","reducirimagen-755894457-2dwpd","reducirimagen-755894457-2nqj2","reducirimagen-755894457-6pc9g","reducirimagen-755894457-6q5m5","reducirimagen-755894457-6xrp6","reducirimagen-755894457-798hp","reducirimagen-755894457-7xwkm","reducirimagen-755894457-8xbk5","reducirimagen-755894457-bwsr6","reducirimagen-755894457-cgd2k","reducirimagen-755894457-dvw22","reducirimagen-755894457-fs6fk","reducirimagen-755894457-fvp9d","reducirimagen-755894457-fwtfs","reducirimagen-755894457-gcgbr","reducirimagen-755894457-hlz85","reducirimagen-755894457-j29q8","reducirimagen-755894457-j8rp8","reducirimagen-755894457-jcjhb","reducirimagen-755894457-jclgd","reducirimagen-755894457-krcrr","reducirimagen-755894457-lcp7m","reducirimagen-755894457-lhss9","reducirimagen-755894457-mdpdd","reducirimagen-755894457-mwqjp","reducirimagen-755894457-ngfdz","reducirimagen-755894457-nv2rd","reducirimagen-755894457-pb55s","reducirimagen-755894457-pxsqg","reducirimagen-755894457-q6tkg","reducirimagen-755894457-qk654","reducirimagen-755894457-r4scc","reducirimagen-755894457-slz2k","reducirimagen-755894457-t8v66","reducirimagen-755894457-vd95h","reducirimagen-755894457-vnqdn","reducirimagen-755894457-vx5m8","reducirimagen-755894457-w6xnw","reducirimagen-755894457-wxhsr","reducirimagen-755894457-xpnnj","reducirimagen-755894457-zhvt9"
2025-04-15 17:13:40,,,,,,,,,,,,,,,,,,,,211 MB,,,,,204 MB,,214 MB,,,,,,,,,,,,199 MB,,219 MB
2025-04-15 17:14:00,,,,,,,,,,,,,,,,,,,,211 MB,,,,,205 MB,,202 MB,,,,,,,,,,,,199 MB,,219 MB
2025-04-15 17:14:20,,,,,,,,,,,,,,,,,,,,211 MB,,,,,205 MB,,202 MB,,,,,,,,,,,,200 MB,,219 MB
2025-04-15 17:14:40,,,,,,,,,,,,,,,,,,,,211 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,200 MB,,219 MB
2025-04-15 17:15:00,,,,,,,,,,,,,,,,,,,,211 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,200 MB,,219 MB
2025-04-15 17:15:20,,,,,,,,,,,,,,,,,,,,211 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,219 MB
2025-04-15 17:15:40,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:16:00,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,203 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:16:20,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:16:40,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:17:00,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:17:20,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:17:40,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:18:00,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,220 MB
2025-04-15 17:18:20,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,221 MB
2025-04-15 17:18:40,,,,0 B,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,222 MB
2025-04-15 17:19:00,,,,181 MB,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,200 MB,,223 MB
2025-04-15 17:19:20,,,,182 MB,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,0 B,200 MB,,223 MB
2025-04-15 17:19:40,,,,207 MB,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,202 MB,,,,,,,,,,,168 MB,200 MB,,224 MB
2025-04-15 17:20:00,,,,208 MB,,,,,,,,,,,,,,,,212 MB,,,,0 B,204 MB,,202 MB,,,,,,,,,,,178 MB,200 MB,,224 MB
2025-04-15 17:20:20,,,,208 MB,,,,,,,,,,,,,,,,212 MB,,,,165 MB,204 MB,,202 MB,,,,,,,,,,,198 MB,200 MB,,224 MB
2025-04-15 17:20:40,,,,209 MB,,,,,,,,,,,,,,,,212 MB,,,,176 MB,204 MB,,202 MB,,,,,,,,0 B,,,198 MB,200 MB,,224 MB
2025-04-15 17:21:00,,,,209 MB,,,,,,,,,,,,,,,,212 MB,,,,197 MB,204 MB,,202 MB,,,,,,,,165 MB,,,199 MB,200 MB,,224 MB
2025-04-15 17:21:20,,,,210 MB,,,,,,,,,,,,,,,,,,,,198 MB,,,202 MB,,,,,,,,166 MB,,,200 MB,200 MB,,225 MB
2025-04-15 17:21:40,,,,206 MB,,,,,,,,,,,,,,,,,,,,198 MB,,,,,,,,,,,175 MB,,,200 MB,,,202 MB
2025-04-15 17:22:00,,,,200 MB,,,,,,,,,,,,,,,,,,,,200 MB,,,,,,,,,,,195 MB,,,201 MB,,,196 MB
2025-04-15 17:22:20,,,,194 MB,,,,,,,,,,,,,,,,,,,,200 MB,,,,,,,,,,,195 MB,,,201 MB,,,195 MB
2025-04-15 17:22:40,,,,193 MB,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,196 MB,,,201 MB,,,195 MB
2025-04-15 17:23:00,,,,193 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,194 MB,,,201 MB,,,194 MB
2025-04-15 17:23:20,,,,193 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,194 MB,,,197 MB,,,194 MB
2025-04-15 17:23:40,,,,194 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,194 MB,,,197 MB,,,194 MB
2025-04-15 17:24:00,,,,195 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,194 MB,,,196 MB,,,194 MB
2025-04-15 17:24:20,,,,195 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,196 MB,,,194 MB
2025-04-15 17:24:40,,,,195 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,196 MB,,,194 MB
2025-04-15 17:25:00,,,,197 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,195 MB,,,196 MB,,,194 MB
2025-04-15 17:25:20,,,,197 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,194 MB,,,198 MB,,,194 MB
2025-04-15 17:25:40,,,,197 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,195 MB,,,198 MB,,,194 MB
2025-04-15 17:26:00,,,,197 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,198 MB,,,194 MB
2025-04-15 17:26:20,,,,197 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,195 MB,,,199 MB,,,194 MB
2025-04-15 17:26:40,,,,197 MB,,,,,,,,,,,,,,,,,,,,194 MB,,,,,,,,,,,201 MB,,,199 MB,,,195 MB
2025-04-15 17:27:00,,,,197 MB,,,,,,,,,,,,,,,,,,,,194 MB,,,,,,,,,,,194 MB,,,199 MB,,,195 MB
2025-04-15 17:27:20,,,,198 MB,,,,,,,,,,,,,,,,,,,,194 MB,,,,,,,,,,,195 MB,,,199 MB,,,195 MB
2025-04-15 17:27:40,,,,198 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,199 MB,,,195 MB
2025-04-15 17:28:00,,,,199 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,199 MB,,,195 MB
2025-04-15 17:28:20,,,,199 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,197 MB,,,195 MB
2025-04-15 17:28:40,,,,199 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,197 MB,,,196 MB
2025-04-15 17:29:00,,,,197 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,195 MB,,,197 MB,,,196 MB
2025-04-15 17:29:20,,,,197 MB,,,,,,,,,,,,,,,,,,,,195 MB,,,,,,,,,,,196 MB,,,197 MB,,,196 MB
2025-04-15 17:29:40,,,,197 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,196 MB,,,198 MB,,,196 MB
2025-04-15 17:30:00,,,,198 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,196 MB,,,198 MB,,,196 MB
2025-04-15 17:30:20,,,,198 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,196 MB,,,198 MB,,,196 MB
2025-04-15 17:30:40,,,,198 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,196 MB,,,198 MB,,,196 MB
2025-04-15 17:31:00,,,,198 MB,,,,,,,,,,,,,,,,,,,,197 MB,,,,,,,,,,,197 MB,,,198 MB,,,196 MB
2025-04-15 17:31:20,,,,198 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,197 MB,,,198 MB,,,197 MB
2025-04-15 17:31:40,,,,198 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,197 MB,,,198 MB,,,197 MB
2025-04-15 17:32:00,,,,199 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,197 MB,,,199 MB,,,197 MB
2025-04-15 17:32:20,,,,199 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,197 MB,,,199 MB,,,197 MB
2025-04-15 17:32:40,,,,199 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,197 MB,,,199 MB,,,197 MB
2025-04-15 17:33:00,,,,199 MB,,,,,,,,,,,,,,,,,,,,197 MB,,,,,,,,,,,197 MB,,,199 MB,,,197 MB
2025-04-15 17:33:20,,,,199 MB,,,,,,,,,,,,,,,,,,,,196 MB,,,,,,,,,,,197 MB,,,199 MB,,,197 MB
2025-04-15 17:33:40,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,,199 MB,,,199 MB
2025-04-15 17:34:00,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,,199 MB,,,199 MB
2025-04-15 17:34:20,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,,199 MB,,,199 MB
2025-04-15 17:34:40,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,,199 MB,,,199 MB
2025-04-15 17:35:00,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,,199 MB,,,199 MB
2025-04-15 17:35:20,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,,199 MB,,,200 MB
2025-04-15 17:35:40,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,0 B,199 MB,,,200 MB
2025-04-15 17:36:00,,,,200 MB,,,,,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,176 MB,199 MB,,,200 MB
2025-04-15 17:36:20,,,,200 MB,,,,0 B,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,189 MB,199 MB,,,201 MB
2025-04-15 17:36:40,,,,200 MB,,,,166 MB,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,,212 MB,199 MB,,,201 MB
2025-04-15 17:37:00,,,,200 MB,,,,177 MB,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,0 B,212 MB,199 MB,,,201 MB
2025-04-15 17:37:20,,,,200 MB,,,,196 MB,,,,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,173 MB,214 MB,199 MB,,,201 MB
2025-04-15 17:37:40,,,,200 MB,,,,199 MB,,,0 B,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,180 MB,215 MB,199 MB,,,202 MB
2025-04-15 17:38:00,,,,200 MB,,,,199 MB,,,170 MB,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,197 MB,200 MB,218 MB,199 MB,,,201 MB
2025-04-15 17:38:20,,,,200 MB,,,,200 MB,,,175 MB,,,,,,,,,,,,,6.09 MB,,,,,,,,,,,,200 MB,224 MB,,,,201 MB
2025-04-15 17:38:40,,,,,,,,200 MB,,,180 MB,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,219 MB,,,,201 MB
2025-04-15 17:39:00,,,,,,,,201 MB,,,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,202 MB,219 MB,,,,201 MB
2025-04-15 17:39:20,,,,,,,,201 MB,,,203 MB,,,,,,,,,,,,,,,,,,,,,,,,,202 MB,219 MB,,,,202 MB
2025-04-15 17:39:40,,,,,,,,201 MB,,,203 MB,,,,,,,,,,,,,,,,,,,,,,,,,202 MB,219 MB,,,,202 MB
2025-04-15 17:40:00,,,,,,,,202 MB,,,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,219 MB,,,,202 MB
2025-04-15 17:40:20,,,,,,,,202 MB,,,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,219 MB,,,,202 MB
2025-04-15 17:40:40,,,,,,,,202 MB,,,205 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,220 MB,,,,202 MB
2025-04-15 17:41:00,,,,,,,,202 MB,,,205 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,220 MB,,,,202 MB
2025-04-15 17:41:20,,,,,,,,202 MB,,,205 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,221 MB,,,,202 MB
2025-04-15 17:41:40,,,,,,,,203 MB,,,206 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,221 MB,,,,202 MB
2025-04-15 17:42:00,,,,,,,,203 MB,,,206 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,221 MB,,,,203 MB
2025-04-15 17:42:20,,,,,,,,205 MB,,,206 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,221 MB,,,,203 MB
2025-04-15 17:42:40,,,,,,,,201 MB,,,206 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,222 MB,,,,203 MB
2025-04-15 17:43:00,,,,,,,,202 MB,,,207 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,222 MB,,,,203 MB
2025-04-15 17:43:20,,,,,,,,202 MB,,,207 MB,,,,,,,,,,,,,,,,,,,,,,,,,202 MB,222 MB,,,,203 MB
2025-04-15 17:43:40,,,,,,,,202 MB,,,207 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,222 MB,,,,203 MB
2025-04-15 17:44:00,,,,,,,,202 MB,,,207 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,222 MB,,,,203 MB
2025-04-15 17:44:20,,,,,,,,202 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,223 MB,,,,204 MB
2025-04-15 17:44:40,,,,,,,,202 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,223 MB,,,,204 MB
2025-04-15 17:45:00,,,,,,,,203 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,223 MB,,,,204 MB
2025-04-15 17:45:20,,,,,,,,203 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,223 MB,,,,204 MB
2025-04-15 17:45:40,,,,,,,,203 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,223 MB,,,,204 MB
2025-04-15 17:46:00,,,,,,,,203 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,225 MB,,,,204 MB
2025-04-15 17:46:20,,,,,,,,203 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,225 MB,,,,204 MB
2025-04-15 17:46:40,,,,,,,,203 MB,,,208 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,225 MB,,,,205 MB
2025-04-15 17:47:00,,,,,,,,210 MB,,,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,225 MB,,,,205 MB
2025-04-15 17:47:20,,,,,,,,204 MB,,,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,225 MB,,,,205 MB
2025-04-15 17:47:40,,,,,,,,204 MB,,,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,225 MB,,,,205 MB
2025-04-15 17:48:00,,,,,,,,204 MB,,,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,225 MB,,,,205 MB
2025-04-15 17:48:20,,,,,,,,204 MB,,,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,204 MB,226 MB,,,,205 MB
2025-04-15 17:48:40,,,,,,,,204 MB,,,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,205 MB
2025-04-15 17:49:00,,,,,,,,204 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:49:20,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:49:40,,,,,,,,204 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:50:00,,,,,,,,204 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:50:20,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:50:40,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:51:00,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:51:20,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:51:40,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,205 MB
2025-04-15 17:52:00,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,205 MB
2025-04-15 17:52:20,,,,,,,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,206 MB
2025-04-15 17:52:40,,,,,,0 B,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,207 MB
2025-04-15 17:53:00,,,,,,174 MB,,205 MB,,,210 MB,,,,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,207 MB
2025-04-15 17:53:20,,,,,,184 MB,,205 MB,,,210 MB,,,0 B,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,207 MB
2025-04-15 17:53:40,,,,,,205 MB,,205 MB,,,210 MB,,,165 MB,,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,208 MB
2025-04-15 17:54:00,,,,,,207 MB,,205 MB,,,210 MB,,,178 MB,0 B,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,208 MB
2025-04-15 17:54:20,,,,,,207 MB,,205 MB,,,210 MB,,,194 MB,165 MB,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,208 MB
2025-04-15 17:54:40,,,,,0 B,207 MB,,205 MB,,,210 MB,,,194 MB,175 MB,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,208 MB
2025-04-15 17:55:00,,,,,166 MB,208 MB,,205 MB,,,210 MB,,,195 MB,195 MB,,,,,,,,,,,,,,,,,,,,,205 MB,226 MB,,,,208 MB
2025-04-15 17:55:20,,,,,176 MB,208 MB,,,,,,,,196 MB,198 MB,,,,,,,,,,,,,,,,,,,,,,,,,,208 MB
2025-04-15 17:55:40,,,,,180 MB,208 MB,,,,,,,,196 MB,198 MB,,,,,,,,,,,,,,,,,,,,,,,,,,208 MB
2025-04-15 17:56:00,,,,,200 MB,210 MB,,,,,,,,197 MB,199 MB,,,,,,,,,,,,,,,,,,,,,,,,,,208 MB
2025-04-15 17:56:20,,,,,201 MB,210 MB,,,,,,,,198 MB,200 MB,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB
2025-04-15 17:56:40,,,,,202 MB,210 MB,,,,,,,,198 MB,200 MB,,,,,,,,,,,,,,,,,,,,,,,,,,208 MB
2025-04-15 17:57:00,,,,,202 MB,210 MB,,,,,,,,198 MB,200 MB,,,,,,,,,,,,,,,,,,,,,,,,,,208 MB
2025-04-15 17:57:20,,,,,203 MB,210 MB,,,,,,,,199 MB,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 17:57:40,,,,,203 MB,217 MB,,,,,,,,199 MB,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 17:58:00,,,,,204 MB,211 MB,,,,,,,,199 MB,201 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 17:58:20,,,,,204 MB,212 MB,,,,,,,,200 MB,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 17:58:40,,,,,204 MB,213 MB,,,,,,,,200 MB,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 17:59:00,,,,,204 MB,214 MB,,,,,,,,204 MB,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 17:59:20,,,,,204 MB,214 MB,,,,,,,,204 MB,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,,205 MB
2025-04-15 17:59:40,,,,,204 MB,214 MB,,,,,,,,211 MB,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,,205 MB
2025-04-15 18:00:00,,,,,205 MB,214 MB,,,,,,,,205 MB,202 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:00:20,,,,,207 MB,214 MB,,,,,,,,207 MB,203 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:00:40,,,,,205 MB,214 MB,,,,,,,,207 MB,203 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:01:00,,,,,205 MB,214 MB,,,,,,,,207 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:01:20,,,,,205 MB,215 MB,,,,,,,,208 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:01:40,,,,,205 MB,215 MB,,,,,,,,208 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:02:00,,,,,206 MB,215 MB,,,,,,,,208 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:02:20,,,,,206 MB,215 MB,,,,,,,,208 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:02:40,,,,,206 MB,215 MB,,,,,,,,209 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:03:00,,,,,206 MB,223 MB,,,,,,,,210 MB,204 MB,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB
2025-04-15 18:03:20,,,,,206 MB,215 MB,,,,,,,,209 MB,205 MB,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB
2025-04-15 18:03:40,,,,,206 MB,216 MB,,,,,,,,224 MB,205 MB,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB
2025-04-15 18:04:00,,,,,206 MB,216 MB,,,,,,,,218 MB,205 MB,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB
2025-04-15 18:04:20,,,,,207 MB,216 MB,,,,,,,,213 MB,209 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:04:40,,,,,207 MB,216 MB,,,,,,,,213 MB,212 MB,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB
2025-04-15 18:05:00,,,,,207 MB,216 MB,,,,,,,,213 MB,214 MB,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB
2025-04-15 18:05:20,,,,,207 MB,216 MB,,,,,,,,213 MB,214 MB,,,,,,,,,,,,,,,,,,,,,,,,,,204 MB
2025-04-15 18:05:40,,,,,207 MB,216 MB,,,,,,,,213 MB,214 MB,,,,,,,,,,,,,,,,,,,,,,,,,,204 MB
2025-04-15 18:06:00,,,,,206 MB,217 MB,,,,,,,,213 MB,214 MB,,,,,,,,,,,,,,,,,,,,,,,,,,205 MB
2025-04-15 18:06:20,,,,,206 MB,217 MB,,,,,,,,214 MB,214 MB,,,,,,,,,,,,,,,,,,,,,,,,,,204 MB
2025-04-15 18:06:40,,,,,206 MB,217 MB,,,,,,,,214 MB,217 MB,,,,,,,,,,,,,,,,,,,,,,,,,,204 MB
2025-04-15 18:07:00,,,,,206 MB,217 MB,,,,,,,,214 MB,217 MB,,,,,,,,,,,,,,,,,,,,,,,,,,204 MB
